시도,업종코드_10차_변형,기업수,증가율,설립일자
경남,소매업; 자동차 제외,49,0.0425531914893617,2019
경남,전문 서비스업,25,0.041666666666666664,2019
경남,육상 운송 및 파이프라인 운송업,27,0.038461538461538464,2019
경남,기타 기계 및 장비 제조업,46,0.022222222222222223,2019
경남,1차 금속 제조업,11,0.0,2019
경남,가구 제조업,3,0.0,2019
경남,"가죽, 가방 및 신발 제조업",1,0.0,2019
경남,개인 및 소비용품 수리업,3,0.0,2019
경남,"기타 전문, 과학 및 기술 서비스업",6,0.0,2019
경남,기타 제품 제조업,8,0.0,2019
경남,숙박업,5,0.0,2019
경남,영상ㆍ오디오 기록물 제작 및 배급업,2,0.0,2019
경남,"전기, 가스, 증기 및 공기 조절 공급업",30,0.0,2019
경남,전기장비 제조업,13,0.0,2019
경남,화학 물질 및 화학제품 제조업; 의약품 제외,10,0.0,2019
경남,전문직별 공사업,71,-0.0273972602739726,2019
경남,농업,30,-0.03225806451612903,2019
경남,창고 및 운송관련 서비스업,9,-0.1,2019
경남,기타 운송장비 제조업,34,-0.10526315789473684,2019
경남,고무 및 플라스틱제품 제조업,8,-0.1111111111111111,2019
경남,도매 및 상품 중개업,160,-0.13978494623655913,2019
경남,연구개발업,6,-0.14285714285714285,2019
경남,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",10,-0.23076923076923078,2019
경남,교육 서비스업,10,-0.23076923076923078,2019
경남,기타 개인 서비스업,3,-0.25,2019
경남,사업시설 관리 및 조경 서비스업,12,-0.25,2019
경남,스포츠 및 오락관련 서비스업,6,-0.25,2019
경남,산업용 기계 및 장비 수리업,2,-0.3333333333333333,2019
경남,금속 가공제품 제조업; 기계 및 가구 제외,22,-0.4358974358974359,2019
경남,임대업; 부동산 제외,5,-0.4444444444444444,2019
경남,자동차 및 트레일러 제조업,17,-0.45161290322580644,2019
경남,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",7,-0.5333333333333333,2019
경남,금융 및 보험관련 서비스업,6,,2019
경남,담배 제조업,1,,2019
경남,방송업,3,,2019
경남,보험 및 연금업,1,,2019
경남,사회복지 서비스업,4,,2019
경남,섬유제품 제조업; 의복 제외,5,,2019
경남,음료 제조업,1,,2019
경남,인쇄 및 기록매체 복제업,3,,2019
경북,음료 제조업,4,3.0,2019
경북,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,3.0,2019
경북,"기타 전문, 과학 및 기술 서비스업",8,1.6666666666666667,2019
경북,"의료, 정밀, 광학 기기 및 시계 제조업",16,1.6666666666666667,2019
경북,1차 금속 제조업,9,1.25,2019
경북,교육 서비스업,15,1.1428571428571428,2019
경북,기타 운송장비 제조업,4,1.0,2019
경북,기타 제품 제조업,6,1.0,2019
경북,"창작, 예술 및 여가관련 서비스업",6,1.0,2019
경북,섬유제품 제조업; 의복 제외,7,0.75,2019
경북,임대업; 부동산 제외,7,0.75,2019
경북,정보서비스업,10,0.6666666666666666,2019
경북,사회복지 서비스업,6,0.5,2019
경북,숙박업,3,0.5,2019
경북,"의복, 의복 액세서리 및 모피제품 제조업",3,0.5,2019
경북,임업,7,0.4,2019
경북,식료품 제조업,51,0.3783783783783784,2019
경북,농업,73,0.37735849056603776,2019
경북,협회 및 단체,11,0.375,2019
경북,연구개발업,4,0.3333333333333333,2019
경북,전문직별 공사업,78,0.3,2019
경북,영상ㆍ오디오 기록물 제작 및 배급업,5,0.25,2019
경북,부동산업,59,0.22916666666666666,2019
경북,소매업; 자동차 제외,41,0.17142857142857143,2019
경북,전기장비 제조업,8,0.14285714285714285,2019
경북,육상 운송 및 파이프라인 운송업,11,0.1,2019
경북,출판업,20,0.05263157894736842,2019
경북,도매 및 상품 중개업,162,0.02531645569620253,2019
경북,금융 및 보험관련 서비스업,1,0.0,2019
경북,목재 및 나무제품 제조업; 가구 제외,2,0.0,2019
경북,스포츠 및 오락관련 서비스업,3,0.0,2019
경북,인쇄 및 기록매체 복제업,1,0.0,2019
경북,전문 서비스업,34,0.0,2019
경북,금속 가공제품 제조업; 기계 및 가구 제외,18,-0.05263157894736842,2019
경북,기타 기계 및 장비 제조업,30,-0.0625,2019
경북,종합 건설업,34,-0.08108108108108109,2019
경북,사업 지원 서비스업,33,-0.10810810810810811,2019
경북,화학 물질 및 화학제품 제조업; 의약품 제외,17,-0.19047619047619047,2019
경북,"펄프, 종이 및 종이제품 제조업",3,-0.25,2019
경북,사업시설 관리 및 조경 서비스업,11,-0.26666666666666666,2019
경북,고무 및 플라스틱제품 제조업,8,-0.2727272727272727,2019
경북,"폐기물 수집, 운반, 처리 및 원료 재생업",9,-0.3076923076923077,2019
경북,가구 제조업,2,-0.3333333333333333,2019
경북,자동차 및 트레일러 제조업,22,-0.3333333333333333,2019
경북,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",20,-0.3939393939393939,2019
경북,비금속광물 광업; 연료용 제외,3,-0.4,2019
경북,자동차 및 부품 판매업,6,-0.4,2019
경북,창고 및 운송관련 서비스업,4,-0.42857142857142855,2019
경북,음식점 및 주점업,9,-0.47058823529411764,2019
경북,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",8,-0.5,2019
경북,어업,1,-0.5,2019
경북,비금속 광물제품 제조업,4,-0.6666666666666666,2019
경북,"전기, 가스, 증기 및 공기 조절 공급업",26,-0.7719298245614035,2019
경북,개인 및 소비용품 수리업,3,,2019
경북,기타 개인 서비스업,2,,2019
경북,방송업,1,,2019
경북,보건업,2,,2019
광주,농업,78,14.6,2019
광주,숙박업,5,4.0,2019
광주,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",14,2.5,2019
광주,기타 제품 제조업,11,1.75,2019
광주,고무 및 플라스틱제품 제조업,12,1.4,2019
광주,화학 물질 및 화학제품 제조업; 의약품 제외,12,1.4,2019
광주,"의복, 의복 액세서리 및 모피제품 제조업",7,1.3333333333333333,2019
광주,기타 개인 서비스업,6,1.0,2019
광주,방송업,2,1.0,2019
광주,사회복지 서비스업,2,1.0,2019
광주,연구개발업,4,1.0,2019
광주,전기장비 제조업,17,0.8888888888888888,2019
광주,정보서비스업,9,0.8,2019
광주,기타 기계 및 장비 제조업,17,0.7,2019
광주,부동산업,147,0.47,2019
광주,스포츠 및 오락관련 서비스업,4,0.3333333333333333,2019
광주,영상ㆍ오디오 기록물 제작 및 배급업,4,0.3333333333333333,2019
광주,금융 및 보험관련 서비스업,10,0.25,2019
광주,"기타 전문, 과학 및 기술 서비스업",23,0.21052631578947367,2019
광주,전문 서비스업,44,0.1891891891891892,2019
광주,자동차 및 트레일러 제조업,10,0.1111111111111111,2019
광주,교육 서비스업,11,0.1,2019
광주,사업 지원 서비스업,31,0.06896551724137931,2019
광주,소매업; 자동차 제외,77,0.0547945205479452,2019
광주,식료품 제조업,36,0.02857142857142857,2019
광주,가구 제조업,1,0.0,2019
광주,"가죽, 가방 및 신발 제조업",1,0.0,2019
광주,개인 및 소비용품 수리업,2,0.0,2019
광주,목재 및 나무제품 제조업; 가구 제외,2,0.0,2019
광주,비금속 광물제품 제조업,5,0.0,2019
광주,육상 운송 및 파이프라인 운송업,13,0.0,2019
광주,"창작, 예술 및 여가관련 서비스업",3,0.0,2019
광주,"펄프, 종이 및 종이제품 제조업",1,0.0,2019
광주,도매 및 상품 중개업,227,-0.0502092050209205,2019
광주,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",18,-0.05263157894736842,2019
광주,사업시설 관리 및 조경 서비스업,6,-0.14285714285714285,2019
광주,"의료, 정밀, 광학 기기 및 시계 제조업",5,-0.2857142857142857,2019
광주,출판업,31,-0.3111111111111111,2019
광주,임대업; 부동산 제외,4,-0.3333333333333333,2019
광주,자동차 및 부품 판매업,14,-0.391304347826087,2019
광주,전문직별 공사업,64,-0.4074074074074074,2019
광주,음식점 및 주점업,10,-0.4117647058823529,2019
광주,금속 가공제품 제조업; 기계 및 가구 제외,6,-0.45454545454545453,2019
광주,종합 건설업,26,-0.4583333333333333,2019
광주,기타 운송장비 제조업,1,-0.5,2019
광주,섬유제품 제조업; 의복 제외,1,-0.5,2019
광주,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2,-0.5,2019
광주,협회 및 단체,5,-0.5454545454545454,2019
광주,금융업,2,-0.6,2019
광주,"전기, 가스, 증기 및 공기 조절 공급업",58,-0.6484848484848484,2019
광주,창고 및 운송관련 서비스업,2,-0.6666666666666666,2019
광주,우편 및 통신업,1,-0.8571428571428571,2019
광주,비금속광물 광업; 연료용 제외,1,,2019
광주,어업,1,,2019
광주,음료 제조업,1,,2019
광주,의료용 물질 및 의약품 제조업,2,,2019
광주,인쇄 및 기록매체 복제업,3,,2019
광주,임업,2,,2019
대구,사회복지 서비스업,5,4.0,2019
대구,임대업; 부동산 제외,7,2.5,2019
대구,가구 제조업,3,2.0,2019
대구,"의복, 의복 액세서리 및 모피제품 제조업",12,2.0,2019
대구,출판업,52,1.08,2019
대구,음식점 및 주점업,21,0.9090909090909091,2019
대구,부동산업,151,0.7976190476190477,2019
대구,창고 및 운송관련 서비스업,3,0.5,2019
대구,"기타 전문, 과학 및 기술 서비스업",13,0.4444444444444444,2019
대구,종합 건설업,42,0.3548387096774194,2019
대구,1차 금속 제조업,4,0.3333333333333333,2019
대구,기타 제품 제조업,12,0.3333333333333333,2019
대구,섬유제품 제조업; 의복 제외,8,0.3333333333333333,2019
대구,"의료, 정밀, 광학 기기 및 시계 제조업",12,0.3333333333333333,2019
대구,기타 개인 서비스업,5,0.25,2019
대구,농업,13,0.18181818181818182,2019
대구,도매 및 상품 중개업,223,0.17989417989417988,2019
대구,기타 기계 및 장비 제조업,20,0.17647058823529413,2019
대구,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",9,0.125,2019
대구,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13,0.08333333333333333,2019
대구,정보서비스업,14,0.07692307692307693,2019
대구,금융 및 보험관련 서비스업,5,0.0,2019
대구,기타 운송장비 제조업,1,0.0,2019
대구,목재 및 나무제품 제조업; 가구 제외,1,0.0,2019
대구,어업,1,0.0,2019
대구,연구개발업,5,0.0,2019
대구,"펄프, 종이 및 종이제품 제조업",2,0.0,2019
대구,협회 및 단체,7,0.0,2019
대구,소매업; 자동차 제외,49,-0.02,2019
대구,전문 서비스업,60,-0.07692307692307693,2019
대구,전문직별 공사업,30,-0.09090909090909091,2019
대구,금융업,6,-0.14285714285714285,2019
대구,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,-0.2,2019
대구,자동차 및 트레일러 제조업,10,-0.23076923076923078,2019
대구,사업 지원 서비스업,34,-0.24444444444444444,2019
대구,"창작, 예술 및 여가관련 서비스업",6,-0.25,2019
대구,화학 물질 및 화학제품 제조업; 의약품 제외,9,-0.25,2019
대구,식료품 제조업,23,-0.25806451612903225,2019
대구,자동차 및 부품 판매업,11,-0.26666666666666666,2019
대구,스포츠 및 오락관련 서비스업,8,-0.3333333333333333,2019
대구,영상ㆍ오디오 기록물 제작 및 배급업,4,-0.3333333333333333,2019
대구,사업시설 관리 및 조경 서비스업,8,-0.38461538461538464,2019
대구,육상 운송 및 파이프라인 운송업,3,-0.4,2019
대구,교육 서비스업,14,-0.4166666666666667,2019
대구,전기장비 제조업,7,-0.4166666666666667,2019
대구,우편 및 통신업,1,-0.5,2019
대구,의료용 물질 및 의약품 제조업,1,-0.5,2019
대구,인쇄 및 기록매체 복제업,1,-0.5,2019
대구,"폐기물 수집, 운반, 처리 및 원료 재생업",2,-0.6,2019
대구,개인 및 소비용품 수리업,1,-0.6666666666666666,2019
대구,비금속 광물제품 제조업,1,-0.6666666666666666,2019
대구,금속 가공제품 제조업; 기계 및 가구 제외,3,-0.7,2019
대구,"전기, 가스, 증기 및 공기 조절 공급업",9,-0.7906976744186046,2019
대구,고무 및 플라스틱제품 제조업,1,-0.8888888888888888,2019
대구,"가죽, 가방 및 신발 제조업",1,,2019
대구,방송업,1,,2019
대구,보험 및 연금업,1,,2019
대구,비금속광물 광업; 연료용 제외,1,,2019
대구,음료 제조업,1,,2019
대전,협회 및 단체,11,4.5,2019
대전,스포츠 및 오락관련 서비스업,9,3.5,2019
대전,육상 운송 및 파이프라인 운송업,8,3.0,2019
대전,금속 가공제품 제조업; 기계 및 가구 제외,5,1.5,2019
대전,섬유제품 제조업; 의복 제외,5,1.5,2019
대전,사업 지원 서비스업,23,1.0909090909090908,2019
대전,농업,12,1.0,2019
대전,사회복지 서비스업,4,1.0,2019
대전,부동산업,91,0.8958333333333334,2019
대전,사업시설 관리 및 조경 서비스업,5,0.6666666666666666,2019
대전,교육 서비스업,13,0.625,2019
대전,종합 건설업,23,0.4375,2019
대전,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",4,0.3333333333333333,2019
대전,소매업; 자동차 제외,47,0.3055555555555556,2019
대전,기타 제품 제조업,9,0.2857142857142857,2019
대전,식료품 제조업,28,0.2727272727272727,2019
대전,자동차 및 부품 판매업,20,0.25,2019
대전,"의료, 정밀, 광학 기기 및 시계 제조업",16,0.23076923076923078,2019
대전,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",10,0.1111111111111111,2019
대전,전기장비 제조업,12,0.09090909090909091,2019
대전,출판업,50,0.06382978723404255,2019
대전,가구 제조업,1,0.0,2019
대전,금융업,5,0.0,2019
대전,기타 개인 서비스업,3,0.0,2019
대전,목재 및 나무제품 제조업; 가구 제외,1,0.0,2019
대전,방송업,2,0.0,2019
대전,인쇄 및 기록매체 복제업,1,0.0,2019
대전,자동차 및 트레일러 제조업,2,0.0,2019
대전,"창작, 예술 및 여가관련 서비스업",4,0.0,2019
대전,화학 물질 및 화학제품 제조업; 의약품 제외,14,0.0,2019
대전,도매 및 상품 중개업,136,-0.10526315789473684,2019
대전,음식점 및 주점업,14,-0.125,2019
대전,전문직별 공사업,38,-0.15555555555555556,2019
대전,전문 서비스업,33,-0.175,2019
대전,창고 및 운송관련 서비스업,4,-0.2,2019
대전,"의복, 의복 액세서리 및 모피제품 제조업",3,-0.25,2019
대전,"기타 전문, 과학 및 기술 서비스업",10,-0.2857142857142857,2019
대전,연구개발업,7,-0.3,2019
대전,정보서비스업,13,-0.3157894736842105,2019
대전,기타 기계 및 장비 제조업,11,-0.35294117647058826,2019
대전,금융 및 보험관련 서비스업,3,-0.5,2019
대전,의료용 물질 및 의약품 제조업,1,-0.5,2019
대전,"폐기물 수집, 운반, 처리 및 원료 재생업",1,-0.5,2019
대전,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-0.5454545454545454,2019
대전,임대업; 부동산 제외,2,-0.6,2019
대전,비금속 광물제품 제조업,1,-0.75,2019
대전,"전기, 가스, 증기 및 공기 조절 공급업",25,-0.7596153846153846,2019
대전,1차 금속 제조업,2,,2019
대전,기타 운송장비 제조업,1,,2019
대전,숙박업,1,,2019
대전,환경 정화 및 복원업,1,,2019
부산,연구개발업,9,2.0,2019
부산,우편 및 통신업,3,2.0,2019
부산,"의료, 정밀, 광학 기기 및 시계 제조업",15,2.0,2019
부산,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",16,1.0,2019
부산,비금속 광물제품 제조업,5,0.6666666666666666,2019
부산,부동산업,259,0.6289308176100629,2019
부산,농업,6,0.5,2019
부산,사회복지 서비스업,16,0.45454545454545453,2019
부산,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11,0.375,2019
부산,기타 운송장비 제조업,15,0.36363636363636365,2019
부산,금융업,8,0.3333333333333333,2019
부산,종합 건설업,69,0.3018867924528302,2019
부산,기타 제품 제조업,14,0.2727272727272727,2019
부산,정보서비스업,26,0.23809523809523808,2019
부산,영상ㆍ오디오 기록물 제작 및 배급업,11,0.2222222222222222,2019
부산,전문 서비스업,80,0.21212121212121213,2019
부산,금속 가공제품 제조업; 기계 및 가구 제외,12,0.2,2019
부산,"창작, 예술 및 여가관련 서비스업",12,0.2,2019
부산,육상 운송 및 파이프라인 운송업,31,0.19230769230769232,2019
부산,식료품 제조업,42,0.10526315789473684,2019
부산,음식점 및 주점업,36,0.09090909090909091,2019
부산,도매 및 상품 중개업,321,0.07357859531772576,2019
부산,금융 및 보험관련 서비스업,15,0.07142857142857142,2019
부산,사업 지원 서비스업,48,0.06666666666666667,2019
부산,창고 및 운송관련 서비스업,22,0.047619047619047616,2019
부산,고무 및 플라스틱제품 제조업,6,0.0,2019
부산,기타 개인 서비스업,10,0.0,2019
부산,섬유제품 제조업; 의복 제외,3,0.0,2019
부산,자동차 및 트레일러 제조업,8,0.0,2019
부산,"폐기물 수집, 운반, 처리 및 원료 재생업",4,0.0,2019
부산,사업시설 관리 및 조경 서비스업,12,-0.07692307692307693,2019
부산,소매업; 자동차 제외,89,-0.09183673469387756,2019
부산,스포츠 및 오락관련 서비스업,9,-0.1,2019
부산,"가죽, 가방 및 신발 제조업",8,-0.1111111111111111,2019
부산,숙박업,8,-0.1111111111111111,2019
부산,전문직별 공사업,69,-0.12658227848101267,2019
부산,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6,-0.14285714285714285,2019
부산,"의복, 의복 액세서리 및 모피제품 제조업",10,-0.16666666666666666,2019
부산,수상 운송업,4,-0.2,2019
부산,자동차 및 부품 판매업,11,-0.21428571428571427,2019
부산,1차 금속 제조업,7,-0.2222222222222222,2019
부산,출판업,63,-0.2222222222222222,2019
부산,기타 기계 및 장비 제조업,24,-0.22580645161290322,2019
부산,교육 서비스업,22,-0.26666666666666666,2019
부산,전기장비 제조업,10,-0.2857142857142857,2019
부산,산업용 기계 및 장비 수리업,5,-0.375,2019
부산,"펄프, 종이 및 종이제품 제조업",3,-0.4,2019
부산,협회 및 단체,8,-0.42857142857142855,2019
부산,임대업; 부동산 제외,6,-0.45454545454545453,2019
부산,"기타 전문, 과학 및 기술 서비스업",14,-0.5172413793103449,2019
부산,화학 물질 및 화학제품 제조업; 의약품 제외,12,-0.5555555555555556,2019
부산,"전기, 가스, 증기 및 공기 조절 공급업",5,-0.6666666666666666,2019
부산,개인 및 소비용품 수리업,1,-0.75,2019
부산,가구 제조업,6,,2019
부산,목재 및 나무제품 제조업; 가구 제외,2,,2019
부산,보건업,2,,2019
부산,어업,1,,2019
부산,의료용 물질 및 의약품 제조업,3,,2019
부산,환경 정화 및 복원업,1,,2019
서울,산업용 기계 및 장비 수리업,10,2.3333333333333335,2019
서울,광업 지원 서비스업,3,2.0,2019
서울,방송업,21,0.9090909090909091,2019
서울,육상 운송 및 파이프라인 운송업,55,0.6666666666666666,2019
서울,개인 및 소비용품 수리업,15,0.36363636363636365,2019
서울,금융업,996,0.3569482288828338,2019
서울,기타 기계 및 장비 제조업,60,0.3333333333333333,2019
서울,사회복지 서비스업,22,0.29411764705882354,2019
서울,음식점 및 주점업,292,0.27510917030567683,2019
서울,목재 및 나무제품 제조업; 가구 제외,5,0.25,2019
서울,보건업,5,0.25,2019
서울,소매업; 자동차 제외,936,0.20463320463320464,2019
서울,"폐기물 수집, 운반, 처리 및 원료 재생업",6,0.2,2019
서울,부동산업,606,0.17898832684824903,2019
서울,전기장비 제조업,43,0.16216216216216217,2019
서울,교육 서비스업,239,0.16019417475728157,2019
서울,사업시설 관리 및 조경 서비스업,38,0.15151515151515152,2019
서울,"의복, 의복 액세서리 및 모피제품 제조업",208,0.14917127071823205,2019
서울,정보서비스업,330,0.14583333333333334,2019
서울,"기타 전문, 과학 및 기술 서비스업",349,0.14426229508196722,2019
서울,연구개발업,55,0.12244897959183673,2019
서울,자동차 및 부품 판매업,98,0.08888888888888889,2019
서울,농업,13,0.08333333333333333,2019
서울,의료용 물질 및 의약품 제조업,15,0.07142857142857142,2019
서울,스포츠 및 오락관련 서비스업,92,0.06976744186046512,2019
서울,전문직별 공사업,177,0.041176470588235294,2019
서울,전문 서비스업,1140,0.03260869565217391,2019
서울,종합 건설업,99,0.01020408163265306,2019
서울,도매 및 상품 중개업,2187,0.0004574565416285453,2019
서울,금속 가공제품 제조업; 기계 및 가구 제외,10,0.0,2019
서울,항공 운송업,1,0.0,2019
서울,환경 정화 및 복원업,1,0.0,2019
서울,출판업,1256,-0.006329113924050633,2019
서울,사업 지원 서비스업,367,-0.013440860215053764,2019
서울,영상ㆍ오디오 기록물 제작 및 배급업,283,-0.020761245674740483,2019
서울,기타 제품 제조업,77,-0.02531645569620253,2019
서울,금융 및 보험관련 서비스업,708,-0.026134800550206328,2019
서울,식료품 제조업,171,-0.028409090909090908,2019
서울,섬유제품 제조업; 의복 제외,34,-0.02857142857142857,2019
서울,"창작, 예술 및 여가관련 서비스업",109,-0.035398230088495575,2019
서울,음료 제조업,11,-0.08333333333333333,2019
서울,자동차 및 트레일러 제조업,11,-0.08333333333333333,2019
서울,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",71,-0.12345679012345678,2019
서울,기타 개인 서비스업,38,-0.13636363636363635,2019
서울,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",92,-0.14018691588785046,2019
서울,비금속 광물제품 제조업,6,-0.14285714285714285,2019
서울,임대업; 부동산 제외,41,-0.14583333333333334,2019
서울,"의료, 정밀, 광학 기기 및 시계 제조업",40,-0.14893617021276595,2019
서울,가구 제조업,18,-0.18181818181818182,2019
서울,창고 및 운송관련 서비스업,56,-0.18840579710144928,2019
서울,숙박업,15,-0.21052631578947367,2019
서울,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80,-0.21568627450980393,2019
서울,협회 및 단체,47,-0.22950819672131148,2019
서울,인쇄 및 기록매체 복제업,17,-0.2608695652173913,2019
서울,화학 물질 및 화학제품 제조업; 의약품 제외,196,-0.28205128205128205,2019
서울,"가죽, 가방 및 신발 제조업",26,-0.35,2019
서울,"펄프, 종이 및 종이제품 제조업",5,-0.375,2019
서울,우편 및 통신업,12,-0.45454545454545453,2019
서울,수상 운송업,2,-0.6,2019
서울,"전기, 가스, 증기 및 공기 조절 공급업",35,-0.6022727272727273,2019
서울,고무 및 플라스틱제품 제조업,9,-0.6086956521739131,2019
서울,기타 운송장비 제조업,3,-0.75,2019
서울,1차 금속 제조업,2,-0.8,2019
서울,어업,1,,2019
서울,임업,2,,2019
서울,"코크스, 연탄 및 석유정제품 제조업",1,,2019
세종,전문 서비스업,12,5.0,2019
세종,농업,5,4.0,2019
세종,"기타 전문, 과학 및 기술 서비스업",4,3.0,2019
세종,금속 가공제품 제조업; 기계 및 가구 제외,3,2.0,2019
세종,금융업,3,2.0,2019
세종,사업시설 관리 및 조경 서비스업,3,2.0,2019
세종,사회복지 서비스업,3,2.0,2019
세종,부동산업,42,1.1,2019
세종,기타 개인 서비스업,2,1.0,2019
세종,기타 제품 제조업,2,1.0,2019
세종,스포츠 및 오락관련 서비스업,3,0.5,2019
세종,식료품 제조업,9,0.5,2019
세종,사업 지원 서비스업,7,0.4,2019
세종,도매 및 상품 중개업,29,0.2608695652173913,2019
세종,연구개발업,1,0.0,2019
세종,음식점 및 주점업,3,0.0,2019
세종,의료용 물질 및 의약품 제조업,1,0.0,2019
세종,임대업; 부동산 제외,1,0.0,2019
세종,자동차 및 부품 판매업,1,0.0,2019
세종,창고 및 운송관련 서비스업,1,0.0,2019
세종,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2,0.0,2019
세종,"폐기물 수집, 운반, 처리 및 원료 재생업",1,0.0,2019
세종,협회 및 단체,1,0.0,2019
세종,소매업; 자동차 제외,7,-0.125,2019
세종,종합 건설업,10,-0.16666666666666666,2019
세종,출판업,9,-0.18181818181818182,2019
세종,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",4,-0.2,2019
세종,비금속 광물제품 제조업,2,-0.3333333333333333,2019
세종,교육 서비스업,2,-0.5,2019
세종,영상ㆍ오디오 기록물 제작 및 배급업,1,-0.5,2019
세종,"전기, 가스, 증기 및 공기 조절 공급업",5,-0.5454545454545454,2019
세종,전문직별 공사업,9,-0.55,2019
세종,기타 기계 및 장비 제조업,1,-0.6666666666666666,2019
세종,정보서비스업,1,-0.6666666666666666,2019
세종,목재 및 나무제품 제조업; 가구 제외,1,,2019
세종,방송업,1,,2019
세종,보건업,1,,2019
세종,비금속광물 광업; 연료용 제외,1,,2019
세종,섬유제품 제조업; 의복 제외,1,,2019
세종,숙박업,1,,2019
세종,우편 및 통신업,1,,2019
세종,"의복, 의복 액세서리 및 모피제품 제조업",2,,2019
세종,"펄프, 종이 및 종이제품 제조업",2,,2019
세종,화학 물질 및 화학제품 제조업; 의약품 제외,3,,2019
울산,비금속 광물제품 제조업,4,3.0,2019
울산,"의복, 의복 액세서리 및 모피제품 제조업",4,3.0,2019
울산,금속 가공제품 제조업; 기계 및 가구 제외,10,2.3333333333333335,2019
울산,금융업,3,2.0,2019
울산,창고 및 운송관련 서비스업,3,2.0,2019
울산,농업,5,1.5,2019
울산,정보서비스업,5,1.5,2019
울산,"의료, 정밀, 광학 기기 및 시계 제조업",2,1.0,2019
