year,이전후_시도,업종중분류명,count
2020,경기,사업시설 관리 및 조경 서비스업,13
2020,경기,사업지원 서비스업,41
2020,경기,사회복지 서비스업,4
2020,경기,섬유제품 제조업; 의복제외,11
2020,경기,소매업; 자동차 제외,59
2020,경기,숙박업,1
2020,경기,스포츠 및 오락관련 서비스업,4
2020,경기,식료품 제조업,32
2020,경기,어업,1
2020,경기,연구개발업,11
2020,경기,영상ㆍ오디오 기록물 제작 및 배급업,21
2020,경기,우편 및 통신업,4
2020,경기,육상운송 및 파이프라인 운송업,10
2020,경기,음료 제조업,1
2020,경기,음식점 및 주점업,14
2020,경기,"의료, 정밀, 광학기기 및 시계 제조업",8
2020,경기,의료용 물질 및 의약품 제조업,7
2020,경기,"의복, 의복 액세서리 및 모피제품 제조업",30
2020,경기,인쇄 및 기록매체 복제업,6
2020,경기,임대업; 부동산 제외,10
2020,경기,임업,1
2020,경기,자동차 및 부품 판매업,7
2020,경기,자동차 및 트레일러 제조업,3
2020,경기,"전기, 가스, 증기 및 공기조절 공급업",7
2020,경기,전기장비 제조업,14
2020,경기,전문 서비스업,70
2020,경기,전문직별 공사업,88
2020,경기,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",15
2020,경기,정보서비스업,32
2020,경기,종합 건설업,34
2020,경기,창고 및 운송관련 서비스업,8
2020,경기,"창작, 예술 및 여가관련 서비스업",8
2020,경기,출판업,114
2020,경기,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",13
2020,경기,"코크스, 연탄 및 석유정제품 제조업",1
2020,경기,"펄프, 종이 및 종이제품 제조업",4
2020,경기,"폐기물 수집, 운반, 처리 및 원료 재생업",2
2020,경기,화학물질 및 화학제품 제조업; 의약품 제외,24
2020,경남,1차 금속 제조업,5
2020,경남,가구 제조업,1
2020,경남,"가죽, 가방 및 신발 제조업",1
2020,경남,고무 및 플라스틱제품 제조업,2
2020,경남,교육 서비스업,3
2020,경남,금속가공제품 제조업; 기계 및 가구 제외,4
2020,경남,금융업,2
2020,경남,기타 개인 서비스업,1
2020,경남,기타 기계 및 장비 제조업,1
2020,경남,기타 운송장비 제조업,1
2020,경남,"기타 전문, 과학 및 기술 서비스업",1
2020,경남,기타 제품 제조업,1
2020,경남,농업,1
2020,경남,도매 및 상품 중개업,14
2020,경남,부동산업,13
2020,경남,비금속 광물제품 제조업,2
2020,경남,사업시설 관리 및 조경 서비스업,4
2020,경남,사업지원 서비스업,2
2020,경남,산업용 기계 및 장비 수리업,1
2020,경남,소매업; 자동차 제외,8
2020,경남,식료품 제조업,6
2020,경남,연구개발업,2
2020,경남,육상운송 및 파이프라인 운송업,3
2020,경남,음식점 및 주점업,1
2020,경남,"의료, 정밀, 광학기기 및 시계 제조업",2
2020,경남,임업,2
2020,경남,"전기, 가스, 증기 및 공기조절 공급업",1
2020,경남,전기장비 제조업,3
2020,경남,전문 서비스업,7
2020,경남,전문직별 공사업,19
2020,경남,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3
2020,경남,정보서비스업,1
2020,경남,종합 건설업,7
2020,경남,창고 및 운송관련 서비스업,1
2020,경남,출판업,4
2020,경남,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2
2020,경남,화학물질 및 화학제품 제조업; 의약품 제외,1
2020,경북,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",2
2020,경북,교육 서비스업,2
2020,경북,금융 및 보험 관련 서비스업,1
2020,경북,금융업,1
2020,경북,기타 개인 서비스업,1
2020,경북,기타 기계 및 장비 제조업,5
2020,경북,기타 운송장비 제조업,1
2020,경북,"기타 전문, 과학 및 기술 서비스업",1
2020,경북,농업,2
2020,경북,도매 및 상품 중개업,16
2020,경북,목재 및 나무제품 제조업; 가구 제외,1
2020,경북,부동산업,12
2020,경북,비금속 광물제품 제조업,1
2020,경북,사업시설 관리 및 조경 서비스업,1
2020,경북,사업지원 서비스업,2
2020,경북,섬유제품 제조업; 의복제외,2
2020,경북,소매업; 자동차 제외,4
2020,경북,스포츠 및 오락관련 서비스업,2
2020,경북,식료품 제조업,8
2020,경북,연구개발업,1
2020,경북,육상운송 및 파이프라인 운송업,2
2020,경북,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,경북,의료용 물질 및 의약품 제조업,1
2020,경북,"의복, 의복 액세서리 및 모피제품 제조업",2
2020,경북,자동차 및 트레일러 제조업,1
2020,경북,"전기, 가스, 증기 및 공기조절 공급업",5
2020,경북,전기장비 제조업,2
2020,경북,전문 서비스업,4
2020,경북,전문직별 공사업,14
2020,경북,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2
2020,경북,종합 건설업,10
2020,경북,창고 및 운송관련 서비스업,1
2020,경북,"창작, 예술 및 여가관련 서비스업",2
2020,경북,출판업,6
2020,경북,화학물질 및 화학제품 제조업; 의약품 제외,3
2020,광주,가구 제조업,1
2020,광주,"가죽, 가방 및 신발 제조업",1
2020,광주,개인 및 소비용품 수리업,1
2020,광주,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",1
2020,광주,금융 및 보험 관련 서비스업,1
2020,광주,금융업,1
2020,광주,"기타 전문, 과학 및 기술 서비스업",1
2020,광주,농업,1
2020,광주,도매 및 상품 중개업,6
2020,광주,부동산업,9
2020,광주,사업시설 관리 및 조경 서비스업,1
2020,광주,사업지원 서비스업,2
2020,광주,소매업; 자동차 제외,1
2020,광주,식료품 제조업,4
2020,광주,영상ㆍ오디오 기록물 제작 및 배급업,2
2020,광주,우편 및 통신업,1
2020,광주,육상운송 및 파이프라인 운송업,1
2020,광주,"의료, 정밀, 광학기기 및 시계 제조업",2
2020,광주,"의복, 의복 액세서리 및 모피제품 제조업",1
2020,광주,임대업; 부동산 제외,1
2020,광주,자동차 및 부품 판매업,1
2020,광주,자동차 및 트레일러 제조업,1
2020,광주,"전기, 가스, 증기 및 공기조절 공급업",8
2020,광주,전기장비 제조업,4
2020,광주,전문 서비스업,1
2020,광주,전문직별 공사업,10
2020,광주,정보서비스업,1
2020,광주,종합 건설업,3
2020,광주,출판업,6
2020,광주,화학물질 및 화학제품 제조업; 의약품 제외,2
2020,대구,고무 및 플라스틱제품 제조업,2
2020,대구,교육 서비스업,1
2020,대구,금속가공제품 제조업; 기계 및 가구 제외,1
2020,대구,금융 및 보험 관련 서비스업,2
2020,대구,금융업,2
2020,대구,기타 기계 및 장비 제조업,3
2020,대구,"기타 전문, 과학 및 기술 서비스업",2
2020,대구,기타 제품 제조업,1
2020,대구,농업,1
2020,대구,도매 및 상품 중개업,23
2020,대구,부동산업,17
2020,대구,사업지원 서비스업,1
2020,대구,섬유제품 제조업; 의복제외,1
2020,대구,소매업; 자동차 제외,5
2020,대구,식료품 제조업,3
2020,대구,연구개발업,3
2020,대구,영상ㆍ오디오 기록물 제작 및 배급업,2
2020,대구,육상운송 및 파이프라인 운송업,2
2020,대구,음식점 및 주점업,1
2020,대구,의료용 물질 및 의약품 제조업,1
2020,대구,자동차 및 부품 판매업,2
2020,대구,자동차 및 트레일러 제조업,2
2020,대구,전문 서비스업,1
2020,대구,전문직별 공사업,5
2020,대구,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
2020,대구,종합 건설업,7
2020,대구,출판업,3
2020,대구,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1
2020,대구,"폐기물 수집, 운반, 처리 및 원료 재생업",1
2020,대구,화학물질 및 화학제품 제조업; 의약품 제외,1
2020,대전,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",4
2020,대전,고무 및 플라스틱제품 제조업,1
2020,대전,교육 서비스업,1
2020,대전,금속가공제품 제조업; 기계 및 가구 제외,1
2020,대전,금융 및 보험 관련 서비스업,3
2020,대전,기타 제품 제조업,1
2020,대전,도매 및 상품 중개업,10
2020,대전,목재 및 나무제품 제조업; 가구 제외,1
2020,대전,방송업,1
2020,대전,부동산업,7
2020,대전,비금속 광물제품 제조업,1
2020,대전,사업시설 관리 및 조경 서비스업,1
2020,대전,사업지원 서비스업,2
2020,대전,소매업; 자동차 제외,4
2020,대전,식료품 제조업,4
2020,대전,연구개발업,1
2020,대전,육상운송 및 파이프라인 운송업,2
2020,대전,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,대전,의료용 물질 및 의약품 제조업,1
2020,대전,임대업; 부동산 제외,1
2020,대전,자동차 및 부품 판매업,1
2020,대전,"전기, 가스, 증기 및 공기조절 공급업",1
2020,대전,전문 서비스업,1
2020,대전,전문직별 공사업,12
2020,대전,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2
2020,대전,정보서비스업,2
2020,대전,종합 건설업,4
2020,대전,출판업,11
2020,대전,화학물질 및 화학제품 제조업; 의약품 제외,1
2020,부산,"가죽, 가방 및 신발 제조업",1
2020,부산,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",2
2020,부산,금속가공제품 제조업; 기계 및 가구 제외,5
2020,부산,금융 및 보험 관련 서비스업,1
2020,부산,기타 개인 서비스업,1
2020,부산,기타 기계 및 장비 제조업,3
2020,부산,"기타 전문, 과학 및 기술 서비스업",1
2020,부산,기타 제품 제조업,3
2020,부산,농업,1
2020,부산,도매 및 상품 중개업,24
2020,부산,부동산업,17
2020,부산,사업시설 관리 및 조경 서비스업,2
2020,부산,사업지원 서비스업,7
2020,부산,사회복지 서비스업,1
2020,부산,소매업; 자동차 제외,4
2020,부산,숙박업,2
2020,부산,스포츠 및 오락관련 서비스업,1
2020,부산,식료품 제조업,7
2020,부산,영상ㆍ오디오 기록물 제작 및 배급업,2
2020,부산,육상운송 및 파이프라인 운송업,3
2020,부산,음식점 및 주점업,8
2020,부산,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,부산,"의복, 의복 액세서리 및 모피제품 제조업",1
2020,부산,임대업; 부동산 제외,5
2020,부산,자동차 및 부품 판매업,2
2020,부산,"전기, 가스, 증기 및 공기조절 공급업",1
2020,부산,전기장비 제조업,3
2020,부산,전문 서비스업,6
2020,부산,전문직별 공사업,12
2020,부산,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3
2020,부산,정보서비스업,1
2020,부산,종합 건설업,3
2020,부산,창고 및 운송관련 서비스업,2
2020,부산,출판업,5
2020,부산,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2
2020,부산,"펄프, 종이 및 종이제품 제조업",1
2020,부산,항공 운송업,1
2020,부산,화학물질 및 화학제품 제조업; 의약품 제외,2
2020,서울,1차 금속 제조업,1
2020,서울,"가죽, 가방 및 신발 제조업",6
2020,서울,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",6
2020,서울,고무 및 플라스틱제품 제조업,6
2020,서울,교육 서비스업,11
2020,서울,금융 및 보험 관련 서비스업,21
2020,서울,금융업,6
2020,서울,기타 개인 서비스업,4
2020,서울,기타 기계 및 장비 제조업,7
2020,서울,기타 운송장비 제조업,2
2020,서울,"기타 전문, 과학 및 기술 서비스업",13
2020,서울,기타 제품 제조업,4
2020,서울,농업,1
2020,서울,도매 및 상품 중개업,163
2020,서울,방송업,1
2020,서울,부동산업,65
2020,서울,사업시설 관리 및 조경 서비스업,4
2020,서울,사업지원 서비스업,20
2020,서울,섬유제품 제조업; 의복제외,3
2020,서울,소매업; 자동차 제외,56
2020,서울,숙박업,4
2020,서울,식료품 제조업,16
2020,서울,연구개발업,6
2020,서울,영상ㆍ오디오 기록물 제작 및 배급업,16
2020,서울,우편 및 통신업,3
2020,서울,육상운송 및 파이프라인 운송업,3
2020,서울,음료 제조업,1
2020,서울,음식점 및 주점업,11
2020,서울,"의료, 정밀, 광학기기 및 시계 제조업",4
2020,서울,의료용 물질 및 의약품 제조업,2
2020,서울,"의복, 의복 액세서리 및 모피제품 제조업",12
2020,서울,임대업; 부동산 제외,3
2020,서울,자동차 및 부품 판매업,7
2020,서울,자동차 및 트레일러 제조업,3
2020,서울,"전기, 가스, 증기 및 공기조절 공급업",3
2020,서울,전기장비 제조업,2
2020,서울,전문 서비스업,56
2020,서울,전문직별 공사업,40
2020,서울,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11
2020,서울,정보서비스업,32
2020,서울,종합 건설업,23
2020,서울,창고 및 운송관련 서비스업,5
2020,서울,"창작, 예술 및 여가관련 서비스업",6
2020,서울,출판업,126
2020,서울,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",15
2020,서울,"펄프, 종이 및 종이제품 제조업",1
2020,서울,"폐기물 수집, 운반, 처리 및 원료 재생업",2
2020,서울,협회 및 단체,3
2020,서울,화학물질 및 화학제품 제조업; 의약품 제외,18
2020,세종,교육 서비스업,1
2020,세종,기타 기계 및 장비 제조업,3
2020,세종,"기타 전문, 과학 및 기술 서비스업",1
2020,세종,농업,1
2020,세종,도매 및 상품 중개업,8
2020,세종,부동산업,9
2020,세종,사업시설 관리 및 조경 서비스업,1
2020,세종,사업지원 서비스업,1
2020,세종,소매업; 자동차 제외,5
2020,세종,숙박업,1
2020,세종,연구개발업,1
2020,세종,육상운송 및 파이프라인 운송업,1
2020,세종,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,세종,"전기, 가스, 증기 및 공기조절 공급업",2
2020,세종,전문 서비스업,5
2020,세종,전문직별 공사업,5
2020,세종,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
2020,세종,정보서비스업,1
2020,세종,종합 건설업,4
2020,세종,출판업,3
2020,세종,화학물질 및 화학제품 제조업; 의약품 제외,1
2020,울산,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",1
2020,울산,교육 서비스업,2
2020,울산,금융 및 보험 관련 서비스업,1
2020,울산,금융업,1
2020,울산,기타 기계 및 장비 제조업,1
2020,울산,기타 운송장비 제조업,1
2020,울산,농업,1
2020,울산,도매 및 상품 중개업,5
2020,울산,부동산업,7
2020,울산,사업시설 관리 및 조경 서비스업,1
2020,울산,사업지원 서비스업,1
2020,울산,육상운송 및 파이프라인 운송업,1
2020,울산,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,울산,"의복, 의복 액세서리 및 모피제품 제조업",1
2020,울산,임업,1
2020,울산,자동차 및 트레일러 제조업,2
2020,울산,전기장비 제조업,1
2020,울산,전문 서비스업,1
2020,울산,전문직별 공사업,6
2020,울산,출판업,2
2020,울산,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1
2020,울산,화학물질 및 화학제품 제조업; 의약품 제외,2
2020,인천,1차 금속 제조업,2
2020,인천,가구 제조업,1
2020,인천,"가죽, 가방 및 신발 제조업",1
2020,인천,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",2
2020,인천,고무 및 플라스틱제품 제조업,1
2020,인천,교육 서비스업,3
2020,인천,금속가공제품 제조업; 기계 및 가구 제외,3
2020,인천,금융 및 보험 관련 서비스업,4
2020,인천,금융업,2
2020,인천,기타 기계 및 장비 제조업,4
2020,인천,"기타 전문, 과학 및 기술 서비스업",3
2020,인천,기타 제품 제조업,3
2020,인천,도매 및 상품 중개업,82
2020,인천,보건업,1
2020,인천,부동산업,21
2020,인천,사업시설 관리 및 조경 서비스업,2
2020,인천,사업지원 서비스업,9
2020,인천,소매업; 자동차 제외,14
2020,인천,숙박업,1
2020,인천,스포츠 및 오락관련 서비스업,4
2020,인천,식료품 제조업,8
2020,인천,영상ㆍ오디오 기록물 제작 및 배급업,4
2020,인천,우편 및 통신업,1
2020,인천,육상운송 및 파이프라인 운송업,7
2020,인천,음식점 및 주점업,2
2020,인천,"의료, 정밀, 광학기기 및 시계 제조업",2
2020,인천,의료용 물질 및 의약품 제조업,2
2020,인천,"의복, 의복 액세서리 및 모피제품 제조업",3
2020,인천,임대업; 부동산 제외,1
2020,인천,자동차 및 부품 판매업,3
2020,인천,자동차 및 트레일러 제조업,1
2020,인천,"전기, 가스, 증기 및 공기조절 공급업",2
2020,인천,전기장비 제조업,7
2020,인천,전문 서비스업,15
2020,인천,전문직별 공사업,13
2020,인천,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2
2020,인천,정보서비스업,10
2020,인천,종합 건설업,12
2020,인천,창고 및 운송관련 서비스업,2
2020,인천,"창작, 예술 및 여가관련 서비스업",1
2020,인천,출판업,22
2020,인천,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2
2020,인천,"코크스, 연탄 및 석유정제품 제조업",1
2020,인천,"펄프, 종이 및 종이제품 제조업",2
2020,인천,"폐기물 수집, 운반, 처리 및 원료 재생업",5
2020,인천,항공 운송업,2
2020,인천,화학물질 및 화학제품 제조업; 의약품 제외,5
2020,전남,"가죽, 가방 및 신발 제조업",1
2020,전남,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",4
2020,전남,고무 및 플라스틱제품 제조업,2
2020,전남,교육 서비스업,1
2020,전남,금속가공제품 제조업; 기계 및 가구 제외,1
2020,전남,기타 운송장비 제조업,2
2020,전남,"기타 전문, 과학 및 기술 서비스업",2
2020,전남,기타 제품 제조업,2
2020,전남,농업,8
2020,전남,도매 및 상품 중개업,17
2020,전남,부동산업,8
2020,전남,비금속 광물제품 제조업,1
2020,전남,사업시설 관리 및 조경 서비스업,1
2020,전남,사업지원 서비스업,2
2020,전남,사회복지 서비스업,1
2020,전남,섬유제품 제조업; 의복제외,1
2020,전남,수상 운송업,1
2020,전남,숙박업,2
2020,전남,식료품 제조업,4
2020,전남,어업,1
2020,전남,영상ㆍ오디오 기록물 제작 및 배급업,1
2020,전남,육상운송 및 파이프라인 운송업,3
2020,전남,음식점 및 주점업,3
2020,전남,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,전남,인쇄 및 기록매체 복제업,1
2020,전남,임대업; 부동산 제외,1
2020,전남,임업,3
2020,전남,자동차 및 트레일러 제조업,2
2020,전남,"전기, 가스, 증기 및 공기조절 공급업",6
2020,전남,전기장비 제조업,2
2020,전남,전문 서비스업,5
2020,전남,전문직별 공사업,21
2020,전남,종합 건설업,18
2020,전남,창고 및 운송관련 서비스업,1
2020,전남,"창작, 예술 및 여가관련 서비스업",1
2020,전남,출판업,3
2020,전남,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1
2020,전남,"펄프, 종이 및 종이제품 제조업",1
2020,전남,"폐기물 수집, 운반, 처리 및 원료 재생업",1
2020,전남,화학물질 및 화학제품 제조업; 의약품 제외,4
2020,전북,1차 금속 제조업,2
2020,전북,금속가공제품 제조업; 기계 및 가구 제외,1
2020,전북,금융 및 보험 관련 서비스업,1
2020,전북,기타 기계 및 장비 제조업,3
2020,전북,"기타 전문, 과학 및 기술 서비스업",2
2020,전북,농업,2
2020,전북,도매 및 상품 중개업,7
2020,전북,부동산업,9
2020,전북,사업시설 관리 및 조경 서비스업,2
2020,전북,사업지원 서비스업,2
2020,전북,소매업; 자동차 제외,6
2020,전북,식료품 제조업,2
2020,전북,음료 제조업,1
2020,전북,음식점 및 주점업,2
2020,전북,임업,1
2020,전북,자동차 및 부품 판매업,1
2020,전북,"전기, 가스, 증기 및 공기조절 공급업",7
2020,전북,전문 서비스업,2
2020,전북,전문직별 공사업,12
2020,전북,정보서비스업,1
2020,전북,종합 건설업,8
2020,전북,출판업,2
2020,전북,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1
2020,전북,협회 및 단체,1
2020,전북,화학물질 및 화학제품 제조업; 의약품 제외,1
2020,제주,금융 및 보험 관련 서비스업,1
2020,제주,금융업,1
2020,제주,도매 및 상품 중개업,9
2020,제주,부동산업,4
2020,제주,사업지원 서비스업,2
2020,제주,소매업; 자동차 제외,1
2020,제주,숙박업,1
2020,제주,식료품 제조업,3
2020,제주,연구개발업,1
2020,제주,"의복, 의복 액세서리 및 모피제품 제조업",2
2020,제주,임대업; 부동산 제외,1
2020,제주,자동차 및 부품 판매업,1
2020,제주,"전기, 가스, 증기 및 공기조절 공급업",2
2020,제주,전기장비 제조업,1
2020,제주,전문 서비스업,3
2020,제주,전문직별 공사업,3
2020,제주,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
2020,제주,종합 건설업,1
2020,제주,"창작, 예술 및 여가관련 서비스업",1
2020,제주,출판업,1
2020,제주,화학물질 및 화학제품 제조업; 의약품 제외,1
2020,충남,1차 금속 제조업,1
2020,충남,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",3
2020,충남,교육 서비스업,1
2020,충남,금속가공제품 제조업; 기계 및 가구 제외,1
2020,충남,금융 및 보험 관련 서비스업,1
2020,충남,기타 개인 서비스업,1
2020,충남,기타 기계 및 장비 제조업,4
2020,충남,기타 운송장비 제조업,1
2020,충남,"기타 전문, 과학 및 기술 서비스업",1
2020,충남,기타 제품 제조업,3
2020,충남,농업,5
2020,충남,도매 및 상품 중개업,34
2020,충남,목재 및 나무제품 제조업; 가구 제외,1
2020,충남,부동산업,15
2020,충남,비금속 광물제품 제조업,2
2020,충남,사업시설 관리 및 조경 서비스업,1
2020,충남,사업지원 서비스업,3
2020,충남,섬유제품 제조업; 의복제외,1
2020,충남,소매업; 자동차 제외,11
2020,충남,식료품 제조업,9
2020,충남,연구개발업,1
2020,충남,영상ㆍ오디오 기록물 제작 및 배급업,2
2020,충남,육상운송 및 파이프라인 운송업,4
2020,충남,음료 제조업,1
2020,충남,음식점 및 주점업,2
2020,충남,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,충남,임업,1
2020,충남,자동차 및 트레일러 제조업,2
2020,충남,"전기, 가스, 증기 및 공기조절 공급업",9
2020,충남,전기장비 제조업,6
2020,충남,전문 서비스업,3
2020,충남,전문직별 공사업,15
2020,충남,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3
2020,충남,정보서비스업,4
2020,충남,종합 건설업,11
2020,충남,창고 및 운송관련 서비스업,2
2020,충남,출판업,11
2020,충남,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1
2020,충남,"펄프, 종이 및 종이제품 제조업",2
2020,충남,화학물질 및 화학제품 제조업; 의약품 제외,2
2020,충북,1차 금속 제조업,1
2020,충북,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",1
2020,충북,고무 및 플라스틱제품 제조업,1
2020,충북,금융 및 보험 관련 서비스업,1
2020,충북,기타 기계 및 장비 제조업,2
2020,충북,"기타 전문, 과학 및 기술 서비스업",1
2020,충북,기타 제품 제조업,1
2020,충북,농업,4
2020,충북,도매 및 상품 중개업,18
2020,충북,부동산업,10
2020,충북,비금속 광물제품 제조업,1
2020,충북,사업시설 관리 및 조경 서비스업,1
2020,충북,소매업; 자동차 제외,5
2020,충북,식료품 제조업,3
2020,충북,연구개발업,1
2020,충북,영상ㆍ오디오 기록물 제작 및 배급업,1
2020,충북,육상운송 및 파이프라인 운송업,1
2020,충북,음식점 및 주점업,1
2020,충북,"의료, 정밀, 광학기기 및 시계 제조업",1
2020,충북,"의복, 의복 액세서리 및 모피제품 제조업",1
2020,충북,임대업; 부동산 제외,1
2020,충북,임업,1
2020,충북,자동차 및 부품 판매업,2
2020,충북,자동차 및 트레일러 제조업,1
2020,충북,"전기, 가스, 증기 및 공기조절 공급업",5
2020,충북,전문 서비스업,4
2020,충북,전문직별 공사업,7
2020,충북,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
2020,충북,종합 건설업,6
2020,충북,"창작, 예술 및 여가관련 서비스업",1
2020,충북,출판업,1
2020,충북,"펄프, 종이 및 종이제품 제조업",1
2020,충북,화학물질 및 화학제품 제조업; 의약품 제외,3
